gap_type,alpha,xmin_s,xmin_h
within_session,1.380393,49.000000,0.013611
within_session,2.341601,56.000000,0.015556
within_session,1.850142,1470.000000,0.408333
within_session,2.043500,167.000000,0.046389
within_session,2.190266,36.000000,0.010000
within_session,4.387929,856.000000,0.237778
within_session,3.250162,526.000000,0.146111
within_session,2.843415,14807.000000,4.113056
within_session,2.460912,65.000000,0.018056
within_session,2.639107,231.000000,0.064167
within_session,4.472996,13926.000000,3.868333
within_session,5.060042,30.000000,0.008333
within_session,3.123184,215.000000,0.059722
within_session,1.841179,674.000000,0.187222
within_session,1.528239,163.000000,0.045278
within_session,1.936908,584.000000,0.162222
within_session,6.436224,482.000000,0.133889
within_session,2.958484,12012.000000,3.336667
within_session,3.905092,3685.000000,1.023611
within_session,1.759344,87.000000,0.024167
within_session,1.402800,119.000000,0.033056
within_session,1.318497,158.000000,0.043889
within_session,3.577904,25447.000000,7.068611
within_session,3.953443,6229.000000,1.730278
within_session,1.743084,1293.000000,0.359167
within_session,1.516343,186.000000,0.051667
within_session,1.920470,253.000000,0.070278
within_session,1.800974,180.000000,0.050000
within_session,1.589697,254.000000,0.070556
within_session,1.361997,127.000000,0.035278
within_session,7.169457,2633.000000,0.731389
within_session,2.512247,3549.000000,0.985833
within_session,2.004964,188.000000,0.052222
within_session,1.802598,18.000000,0.005000
within_session,2.055054,2857.000000,0.793611
within_session,1.708574,93.000000,0.025833
within_session,1.543304,74.000000,0.020556
within_session,1.687014,61.000000,0.016944
within_session,1.369562,66.000000,0.018333
within_session,1.457783,38.000000,0.010556
within_session,2.161075,37.000000,0.010278
within_session,2.860437,182.000000,0.050556
within_session,1.517609,120.000000,0.033333
within_session,1.372378,32.000000,0.008889
within_session,1.206334,20.000000,0.005556
within_session,1.524552,206.000000,0.057222
within_session,2.963590,6776.000000,1.882222
within_session,6.479339,6296.000000,1.748889
within_session,2.158429,1453.000000,0.403611
within_session,5.323878,38123.000000,10.589722
within_session,2.845310,43035.000000,11.954167
within_session,1.403807,92.000000,0.025556
within_session,1.459198,32.000000,0.008889
within_session,2.684821,23705.000000,6.584722
within_session,1.881536,1706.000000,0.473889
within_session,1.470060,177.000000,0.049167
within_session,5.103226,4361.000000,1.211389
within_session,1.612757,113.000000,0.031389
within_session,9.709083,7654.000000,2.126111
within_session,1.506205,1316.000000,0.365556
within_session,2.545770,6477.000000,1.799167
within_session,1.349850,34.000000,0.009444
within_session,4.429600,238.000000,0.066111
within_session,3.017846,12668.000000,3.518889
within_session,3.256273,16.000000,0.004444
within_session,1.587030,2112.000000,0.586667
within_session,6.304923,18383.000000,5.106389
within_session,6.134415,23.000000,0.006389
within_session,1.573392,154.000000,0.042778
within_session,1.923081,9590.000000,2.663889
within_session,1.534109,205.000000,0.056944
within_session,1.859523,244.000000,0.067778
within_session,1.448403,66.000000,0.018333
within_session,5.602109,79425.000000,22.062500
within_session,1.782787,1565.000000,0.434722
within_session,1.971652,766.000000,0.212778
within_session,8.517264,1493.000000,0.414722
within_session,2.079529,3176.000000,0.882222
within_session,2.735399,11636.000000,3.232222
within_session,3.665945,224.000000,0.062222
within_session,1.638229,7290.000000,2.025000
within_session,1.707172,70.000000,0.019444
within_session,4.035952,1705.000000,0.473611
within_session,3.241475,267.000000,0.074167
within_session,9.078548,720.000000,0.200000
within_session,5.953229,65107.000000,18.085278
within_session,2.061827,2333.000000,0.648056
within_session,3.844750,37060.000000,10.294444
within_session,1.985992,1962.000000,0.545000
within_session,1.659372,107.000000,0.029722
within_session,2.023509,1345.000000,0.373611
within_session,10.000873,10039.000000,2.788611
within_session,1.383785,103.000000,0.028611
within_session,1.508835,711.000000,0.197500
within_session,3.690753,47798.000000,13.277222
within_session,2.653095,22179.000000,6.160833
within_session,2.719152,14924.000000,4.145556
within_session,2.785615,3134.000000,0.870556
within_session,7.974224,100.000000,0.027778
within_session,1.681748,115.000000,0.031944
within_session,2.528564,177.000000,0.049167
within_session,2.883872,4404.000000,1.223333
within_session,3.799595,10815.000000,3.004167
within_session,2.758753,7831.000000,2.175278
within_session,3.699284,3961.000000,1.100278
within_session,1.727568,91.000000,0.025278
within_session,2.106659,255.000000,0.070833
within_session,2.855320,148.000000,0.041111
within_session,2.548195,22875.000000,6.354167
within_session,1.761672,314.000000,0.087222
within_session,1.450818,37.000000,0.010278
within_session,2.773033,9926.000000,2.757222
within_session,1.442090,72.000000,0.020000
within_session,2.490777,2181.000000,0.605833
within_session,1.492464,64.000000,0.017778
within_session,1.467343,32.000000,0.008889
within_session,3.699543,1002.000000,0.278333
within_session,8.976325,9.000000,0.002500
within_session,5.445987,7593.000000,2.109167
within_session,1.588163,533.000000,0.148056
within_session,4.955969,9815.000000,2.726389
within_session,2.646956,10652.000000,2.958889
within_session,1.316902,134.000000,0.037222
within_session,1.380037,40.000000,0.011111
within_session,1.547940,464.000000,0.128889
within_session,2.094131,215.000000,0.059722
within_session,2.176182,873.000000,0.242500
within_session,1.614156,229.000000,0.063611
within_session,3.315995,137.000000,0.038056
within_session,2.094796,5377.000000,1.493611
within_session,2.608333,633.000000,0.175833
within_session,3.571803,1001.000000,0.278056
within_session,4.444666,1598.000000,0.443889
within_session,4.245802,34552.000000,9.597778
within_session,2.067434,9743.000000,2.706389
within_session,2.362310,292.000000,0.081111
within_session,3.047145,5937.000000,1.649167
within_session,1.676391,88.000000,0.024444
within_session,7.762286,6736.000000,1.871111
within_session,2.562663,32732.000000,9.092222
within_session,1.330401,57.000000,0.015833
within_session,2.026528,1714.000000,0.476111
within_session,1.529968,43.000000,0.011944
within_session,1.783145,81.000000,0.022500
within_session,2.738273,4587.000000,1.274167
within_session,1.953202,1977.000000,0.549167
within_session,2.668284,17973.000000,4.992500
within_session,1.353782,110.000000,0.030556
within_session,3.106633,7228.000000,2.007778
within_session,3.238340,177.000000,0.049167
within_session,1.325746,196.000000,0.054444
within_session,1.671866,418.000000,0.116111
within_session,2.135308,6075.000000,1.687500
within_session,3.876652,8883.000000,2.467500
within_session,3.709734,36472.000000,10.131111
within_session,4.368608,8817.000000,2.449167
within_session,2.692710,35100.000000,9.750000
within_session,4.522051,1106.000000,0.307222
within_session,1.941667,6248.000000,1.735556
within_session,3.208367,6347.000000,1.763056
within_session,6.967073,1147.000000,0.318611
within_session,2.895287,215.000000,0.059722
within_session,9.598688,2872.000000,0.797778
within_session,2.473429,441.000000,0.122500
within_session,2.805679,9404.000000,2.612222
within_session,1.275859,2.000000,0.000556
within_session,4.352049,1657.000000,0.460278
within_session,2.770447,438.000000,0.121667
within_session,4.086011,1306.000000,0.362778
within_session,1.566544,161.000000,0.044722
within_session,1.292522,18.000000,0.005000
within_session,1.370296,15.000000,0.004167
within_session,1.654003,594.000000,0.165000
within_session,4.267392,52003.000000,14.445278
within_session,1.759668,228.000000,0.063333
within_session,3.234299,1327.000000,0.368611
within_session,3.622579,36033.000000,10.009167
within_session,2.559594,109.000000,0.030278
within_session,1.428751,97.000000,0.026944
within_session,1.741332,436.000000,0.121111
within_session,2.446331,3724.000000,1.034444
within_session,1.960281,3.000000,0.000833
within_session,1.512832,69.000000,0.019167
within_session,2.262995,12809.000000,3.558056
within_session,5.053807,8.000000,0.002222
within_session,5.020633,6666.000000,1.851667
within_session,1.399568,83.000000,0.023056
within_session,4.934923,453.000000,0.125833
within_session,2.134502,309.000000,0.085833
within_session,1.374808,42.000000,0.011667
within_session,3.273917,3272.000000,0.908889
within_session,1.393816,174.000000,0.048333
within_session,2.484625,5413.000000,1.503611
within_session,1.792523,56.000000,0.015556
within_session,1.923107,108.000000,0.030000
within_session,1.721270,129.000000,0.035833
within_session,12.914466,8102.000000,2.250556
within_session,3.776517,339.000000,0.094167
within_session,2.097639,3836.000000,1.065556
within_session,2.350861,64.000000,0.017778
within_session,3.456248,277.000000,0.076944
within_session,3.001824,154.000000,0.042778
within_session,2.394645,12422.000000,3.450556
within_session,6.964533,34936.000000,9.704444
within_session,2.642330,5554.000000,1.542778
within_session,3.184319,56607.000000,15.724167
within_session,4.829393,34059.000000,9.460833
within_session,1.677161,3182.000000,0.883889
within_session,1.514050,161.000000,0.044722
within_session,2.532739,10898.000000,3.027222
within_session,5.147098,11349.000000,3.152500
within_session,2.893411,23588.000000,6.552222
within_session,2.571654,1556.000000,0.432222
within_session,2.076609,2523.000000,0.700833
within_session,5.084449,802.000000,0.222778
within_session,2.689947,4026.000000,1.118333
within_session,1.495846,372.000000,0.103333
within_session,1.966465,8482.000000,2.356111
within_session,1.484030,693.000000,0.192500
within_session,1.637041,114.000000,0.031667
within_session,2.535655,1247.000000,0.346389
within_session,1.519876,127.000000,0.035278
within_session,4.760096,2565.000000,0.712500
within_session,2.248615,412.000000,0.114444
within_session,4.211005,53867.000000,14.963056
within_session,1.368928,123.000000,0.034167
within_session,4.460703,9220.000000,2.561111
within_session,5.104630,38673.000000,10.742500
within_session,1.808528,96.000000,0.026667
within_session,2.702775,96.000000,0.026667
within_session,3.717813,220.000000,0.061111
within_session,2.092394,598.000000,0.166111
within_session,3.692285,675.000000,0.187500
within_session,2.915842,219.000000,0.060833
within_session,1.403032,37.000000,0.010278
within_session,3.183208,8905.000000,2.473611
within_session,2.143741,2167.000000,0.601944
within_session,1.344531,179.000000,0.049722
within_session,3.642420,3414.000000,0.948333
within_session,1.220465,11.000000,0.003056
within_session,2.845994,210.000000,0.058333
within_session,1.265158,29.000000,0.008056
within_session,3.347437,5.000000,0.001389
within_session,2.355749,11516.000000,3.198889
within_session,1.399805,77.000000,0.021389
within_session,3.642507,89.000000,0.024722
within_session,2.276671,1254.000000,0.348333
within_session,4.344357,1762.000000,0.489444
within_session,3.665864,770.000000,0.213889
within_session,2.307554,10084.000000,2.801111
within_session,3.373961,160.000000,0.044444
within_session,2.855316,3068.000000,0.852222
within_session,3.423303,16720.000000,4.644444
within_session,1.797365,4534.000000,1.259444
within_session,2.918182,856.000000,0.237778
within_session,1.460486,49.000000,0.013611
within_session,1.855713,243.000000,0.067500
within_session,3.198468,155.000000,0.043056
within_session,4.002675,267.000000,0.074167
within_session,4.549354,8167.000000,2.268611
within_session,1.313355,118.000000,0.032778
within_session,2.899790,1035.000000,0.287500
within_session,5.745848,10684.000000,2.967778
within_session,2.675668,642.000000,0.178333
within_session,1.413996,96.000000,0.026667
within_session,1.309096,26.000000,0.007222
within_session,4.005954,7246.000000,2.012778
within_session,1.710410,6071.000000,1.686389
within_session,3.161238,4246.000000,1.179444
within_session,3.340320,162.000000,0.045000
within_session,1.461635,33.000000,0.009167
within_session,5.787194,67723.000000,18.811944
within_session,4.103531,22515.000000,6.254167
within_session,2.122755,1922.000000,0.533889
within_session,14699.318282,10800.000000,3.000000
within_session,1.242650,26.000000,0.007222
within_session,3.179676,57951.000000,16.097500
within_session,1.858119,261.000000,0.072500
within_session,3.492219,34049.000000,9.458056
within_session,4.549022,3067.000000,0.851944
within_session,2.415765,1779.000000,0.494167
within_session,3.289271,2284.000000,0.634444
within_session,2.498048,15.000000,0.004167
within_session,2.834865,29956.000000,8.321111
within_session,1.569967,74.000000,0.020556
within_session,1.625859,250.000000,0.069444
within_session,1.935082,1499.000000,0.416389
within_session,3.798110,12664.000000,3.517778
within_session,2.026161,203.000000,0.056389
within_session,1.562437,115.000000,0.031944
within_session,2.069140,6871.000000,1.908611
within_session,2.203240,1040.000000,0.288889
within_session,2.922121,10295.000000,2.859722
within_session,2.605276,4233.000000,1.175833
within_session,1.870659,1781.000000,0.494722
within_session,3.811026,3952.000000,1.097778
within_session,4.066204,5147.000000,1.429722
within_session,1.845432,119.000000,0.033056
within_session,2.149852,556.000000,0.154444
within_session,1.656232,1081.000000,0.300278
within_session,2.795764,181.000000,0.050278
within_session,3.364830,833.000000,0.231389
within_session,1.465316,273.000000,0.075833
within_session,2.353094,151.000000,0.041944
within_session,1.304773,10.000000,0.002778
within_session,3.270646,3109.000000,0.863611
within_session,4.652144,44588.000000,12.385556
within_session,1.662279,338.000000,0.093889
within_session,6.232016,3747.000000,1.040833
within_session,3.571919,32672.000000,9.075556
within_session,7.344446,201.000000,0.055833
within_session,1.851382,38.000000,0.010556
within_session,3.178569,17103.000000,4.750833
within_session,12.111252,82712.000000,22.975556
within_session,1.906643,448.000000,0.124444
within_session,4.739302,154.000000,0.042778
within_session,1.433332,558.000000,0.155000
within_session,2.774404,24379.000000,6.771944
within_session,2.671548,149.000000,0.041389
within_session,2.980120,16656.000000,4.626667
within_session,1.627016,3785.000000,1.051389
within_session,3.857376,679.000000,0.188611
within_session,371.596620,7196.000000,1.998889
within_session,1.926371,14.000000,0.003889
within_session,5.794225,33626.000000,9.340556
within_session,2.786362,13972.000000,3.881111
within_session,1.551621,85.000000,0.023611
within_session,7.526454,10236.000000,2.843333
within_session,1.553793,204.000000,0.056667
within_session,2.961821,561.000000,0.155833
within_session,2.000558,184.000000,0.051111
within_session,2.346969,2897.000000,0.804722
within_session,1.571761,278.000000,0.077222
within_session,4.025808,257.000000,0.071389
within_session,2.557304,144.000000,0.040000
within_session,3.824442,13690.000000,3.802778
within_session,3.443438,53.000000,0.014722
within_session,5.852797,1838.000000,0.510556
within_session,3.941810,23.000000,0.006389
within_session,1.532152,176.000000,0.048889
within_session,4.233032,47364.000000,13.156667
within_session,3.155955,2360.000000,0.655556
within_session,1.396599,51.000000,0.014167
within_session,1.681856,54.000000,0.015000
within_session,1.383437,59.000000,0.016389
within_session,1.979486,4886.000000,1.357222
within_session,3.067747,31136.000000,8.648889
within_session,1.416199,7.000000,0.001944
within_session,1.486649,29.000000,0.008056
within_session,2.011651,796.000000,0.221111
within_session,1.346464,50.000000,0.013889
within_session,2.175345,381.000000,0.105833
within_session,1.461086,336.000000,0.093333
within_session,2.180544,86.000000,0.023889
within_session,1.376890,85.000000,0.023611
within_session,1.837910,571.000000,0.158611
within_session,2.343926,1021.000000,0.283611
within_session,7.525472,37567.000000,10.435278
within_session,1.679941,46.000000,0.012778
within_session,1.462549,57.000000,0.015833
within_session,4.103945,30335.000000,8.426389
within_session,1.540367,287.000000,0.079722
within_session,3.766998,3446.000000,0.957222
within_session,1.693591,175.000000,0.048611
within_session,2.678382,1126.000000,0.312778
within_session,1.915757,5005.000000,1.390278
within_session,3.104854,18561.000000,5.155833
within_session,11.231266,1140.000000,0.316667
within_session,2.835554,2444.000000,0.678889
within_session,3.932094,9938.000000,2.760556
within_session,1.538975,1063.000000,0.295278
within_session,3.769614,66543.000000,18.484167
within_session,2.483928,142.000000,0.039444
within_session,1.708717,228.000000,0.063333
within_session,1.272934,18.000000,0.005000
within_session,1.659984,33.000000,0.009167
within_session,1.376901,161.000000,0.044722
within_session,1.333150,72.000000,0.020000
within_session,3.179525,21914.000000,6.087222
within_session,1.889735,27.000000,0.007500
within_session,2.453359,325.000000,0.090278
within_session,1.656333,643.000000,0.178611
within_session,3.536920,3834.000000,1.065000
within_session,1.318500,68.000000,0.018889
within_session,1.655900,1068.000000,0.296667
within_session,1.547256,350.000000,0.097222
within_session,1.264659,20.000000,0.005556
within_session,7.033929,995.000000,0.276389
within_session,1.213949,1.000000,0.000278
within_session,1.881499,1894.000000,0.526111
within_session,3.390240,8906.000000,2.473889
within_session,1.527057,14.000000,0.003889
within_session,2.329763,2004.000000,0.556667
within_session,2.433667,1610.000000,0.447222
within_session,1.651851,4129.000000,1.146944
within_session,5.707257,55423.000000,15.395278
within_session,2.736943,4245.000000,1.179167
within_session,1.383366,101.000000,0.028056
within_session,1.332287,54.000000,0.015000
within_session,4.883068,32331.000000,8.980833
within_session,3.886800,104.000000,0.028889
within_session,1.607503,1345.000000,0.373611
within_session,3.226924,36880.000000,10.244444
within_session,1.921052,1077.000000,0.299167
within_session,1.738845,56.000000,0.015556
within_session,1.776873,5253.000000,1.459167
within_session,2.711761,4088.000000,1.135556
within_session,1.312706,16.000000,0.004444
within_session,6.651698,211.000000,0.058611
within_session,1.528082,107.000000,0.029722
within_session,8.207511,66204.000000,18.390000
within_session,1.460155,1033.000000,0.286944
within_session,3.458021,17328.000000,4.813333
within_session,1.387840,4.000000,0.001111
within_session,1.920501,3160.000000,0.877778
within_session,2.881854,155.000000,0.043056
within_session,2.873097,66.000000,0.018333
within_session,2.739757,15688.000000,4.357778
within_session,2.862163,31990.000000,8.886111
within_session,3.510500,261.000000,0.072500
within_session,2.604719,6733.000000,1.870278
within_session,2.551481,6458.000000,1.793889
within_session,4.081512,2696.000000,0.748889
within_session,2.781371,6537.000000,1.815833
within_session,2.865270,7600.000000,2.111111
within_session,3.199525,565.000000,0.156944
within_session,1.454630,88.000000,0.024444
within_session,2.176024,5980.000000,1.661111
within_session,1.747620,1308.000000,0.363333
within_session,6.681668,9736.000000,2.704444
within_session,1.877183,1720.000000,0.477778
within_session,2.282545,3708.000000,1.030000
within_session,2.026728,415.000000,0.115278
within_session,1.392233,54.000000,0.015000
within_session,2.669114,3413.000000,0.948056
within_session,1.539758,101.000000,0.028056
within_session,2.573931,5553.000000,1.542500
within_session,1.892152,33.000000,0.009167
within_session,1.807779,173.000000,0.048056
within_session,1.252260,66.000000,0.018333
within_session,1.368740,8.000000,0.002222
within_session,1.980853,3208.000000,0.891111
within_session,5.573478,5788.000000,1.607778
within_session,2.193214,28995.000000,8.054167
within_session,1.650651,4576.000000,1.271111
within_session,3.052732,1725.000000,0.479167
within_session,3.140046,7853.000000,2.181389
within_session,2.331890,157.000000,0.043611
within_session,3.367581,383.000000,0.106389
within_session,1.908295,570.000000,0.158333
within_session,1.756870,50.000000,0.013889
within_session,3.207476,679.000000,0.188611
within_session,2.876227,364.000000,0.101111
within_session,2.647888,67.000000,0.018611
within_session,1.280008,14.000000,0.003889
within_session,1.948202,3150.000000,0.875000
within_session,1.225698,28.000000,0.007778
within_session,1.454184,157.000000,0.043611
within_session,1.646841,62.000000,0.017222
within_session,1.742045,116.000000,0.032222
within_session,3.260629,20.000000,0.005556
within_session,7.040245,6593.000000,1.831389
within_session,4.160209,29963.000000,8.323056
within_session,1.681684,754.000000,0.209444
within_session,7.647244,3827.000000,1.063056
within_session,1.981014,7198.000000,1.999444
within_session,2.791508,2565.000000,0.712500
within_session,5.357261,518.000000,0.143889
within_session,1.542292,367.000000,0.101944
within_session,2.507322,26210.000000,7.280556
within_session,2.345139,3126.000000,0.868333
within_session,3.199167,31.000000,0.008611
within_session,1.462581,162.000000,0.045000
within_session,2.613187,1818.000000,0.505000
within_session,1.890913,435.000000,0.120833
within_session,1.826821,1845.000000,0.512500
within_session,3.742861,37582.000000,10.439444
within_session,2.612921,5657.000000,1.571389
within_session,1.532487,156.000000,0.043333
within_session,2.041893,6109.000000,1.696944
within_session,4.047789,9981.000000,2.772500
within_session,3.103079,33514.000000,9.309444
within_session,1.561012,39.000000,0.010833
within_session,4.391382,467.000000,0.129722
within_session,5.472857,58923.000000,16.367500
within_session,3.149863,5141.000000,1.428056
within_session,2.830048,58987.000000,16.385278
within_session,4846.768037,3600.000000,1.000000
within_session,1.291902,42.000000,0.011667
within_session,5.719019,27701.000000,7.694722
within_session,2.250882,5624.000000,1.562222
within_session,2.129315,3125.000000,0.868056
within_session,2.110479,1515.000000,0.420833
within_session,2.830045,194.000000,0.053889
within_session,1.367202,87.000000,0.024167
within_session,3.354938,9324.000000,2.590000
within_session,1.684479,643.000000,0.178611
within_session,2.766921,3176.000000,0.882222
within_session,4.889345,2872.000000,0.797778
within_session,1.533106,604.000000,0.167778
within_session,3.822930,15.000000,0.004167
within_session,2.275325,4885.000000,1.356944
within_session,2.575664,203.000000,0.056389
within_session,3.444512,283.000000,0.078611
within_session,3.748396,65770.000000,18.269444
within_session,1.823073,7770.000000,2.158333
within_session,1.669858,620.000000,0.172222
within_session,1.774012,4670.000000,1.297222
within_session,6.375565,42776.000000,11.882222
within_session,1.400456,53.000000,0.014722
within_session,16538.106524,28802.000000,8.000556
within_session,2.837014,21822.000000,6.061667
within_session,2.993400,19131.000000,5.314167
within_session,1.819658,2431.000000,0.675278
within_session,2.048089,3580.000000,0.994444
within_session,1.341502,37.000000,0.010278
within_session,3.325721,12394.000000,3.442778
within_session,2.792267,1821.000000,0.505833
within_session,1.594173,14.000000,0.003889
within_session,1.487245,377.000000,0.104722
within_session,1.359751,87.000000,0.024167
within_session,1.626719,406.000000,0.112778
within_session,2.243713,653.000000,0.181389
within_session,2.057632,170.000000,0.047222
within_session,3.438769,21091.000000,5.858611
within_session,2.462267,300.000000,0.083333
within_session,2.599546,627.000000,0.174167
within_session,3.391209,1079.000000,0.299722
within_session,1.393615,148.000000,0.041111
within_session,2.248574,45.000000,0.012500
within_session,431.077139,3596.000000,0.998889
within_session,1.640738,416.000000,0.115556
within_session,4.063958,5355.000000,1.487500
within_session,2.286388,3380.000000,0.938889
within_session,2.185937,128.000000,0.035556
within_session,2.020615,8618.000000,2.393889
within_session,1.480459,1692.000000,0.470000
within_session,2.837201,54.000000,0.015000
within_session,1.292250,138.000000,0.038333
within_session,3.885225,114.000000,0.031667
within_session,2.869792,35.000000,0.009722
within_session,1.636790,38.000000,0.010556
within_session,2.706945,50.000000,0.013889
within_session,2.071705,318.000000,0.088333
within_session,2.378325,975.000000,0.270833
within_session,2.681992,257.000000,0.071389
within_session,2.618047,15645.000000,4.345833
within_session,2.020065,62.000000,0.017222
within_session,10.515642,78981.000000,21.939167
within_session,8.654933,96.000000,0.026667
within_session,3.118005,13801.000000,3.833611
within_session,1.656907,749.000000,0.208056
within_session,3.374773,1685.000000,0.468056
within_session,1.865520,3287.000000,0.913056
within_session,4.948724,5131.000000,1.425278
within_session,1.538407,208.000000,0.057778
within_session,4.344369,18121.000000,5.033611
within_session,3.553916,7290.000000,2.025000
within_session,1.894299,3007.000000,0.835278
within_session,1.593466,121.000000,0.033611
within_session,2.873667,108.000000,0.030000
within_session,2.076129,181.000000,0.050278
within_session,1.962281,578.000000,0.160556
within_session,2.213811,461.000000,0.128056
within_session,1.372600,38.000000,0.010556
within_session,2.845773,520.000000,0.144444
within_session,1.751710,2838.000000,0.788333
within_session,1.343728,35.000000,0.009722
within_session,2.453024,5860.000000,1.627778
within_session,3.130993,589.000000,0.163611
within_session,2.686227,111.000000,0.030833
within_session,1.942335,68.000000,0.018889
within_session,2.796663,82.000000,0.022778
within_session,1.428723,71.000000,0.019722
within_session,3.572356,105.000000,0.029167
within_session,1.863594,1986.000000,0.551667
within_session,4.684656,107.000000,0.029722
within_session,1.549201,404.000000,0.112222
within_session,1.713269,164.000000,0.045556
within_session,2.225343,229.000000,0.063611
within_session,1.960780,157.000000,0.043611
within_session,1.511503,217.000000,0.060278
within_session,1.883194,14.000000,0.003889
within_session,3.962935,353.000000,0.098056
within_session,1.404689,40.000000,0.011111
within_session,2.552455,25582.000000,7.106111
within_session,2.959035,4377.000000,1.215833
within_session,5.378815,169.000000,0.046944
within_session,4.099631,6379.000000,1.771944
within_session,2.987781,27904.000000,7.751111
within_session,3.436911,139.000000,0.038611
within_session,1.464427,62.000000,0.017222
within_session,2.985244,53843.000000,14.956389
within_session,3.076838,25152.000000,6.986667
within_session,1.976965,1772.000000,0.492222
within_session,2.794674,23435.000000,6.509722
within_session,1.939531,5698.000000,1.582778
within_session,2.914493,384.000000,0.106667
within_session,1.447408,8.000000,0.002222
within_session,1.375576,36.000000,0.010000
within_session,2.258708,182.000000,0.050556
within_session,7.725030,251.000000,0.069722
within_session,1.318430,77.000000,0.021389
within_session,2.248808,10080.000000,2.800000
within_session,2.138073,3734.000000,1.037222
within_session,1.350064,108.000000,0.030000
within_session,1.809587,178.000000,0.049444
within_session,3.562984,67557.000000,18.765833
within_session,1.388399,68.000000,0.018889
within_session,1.587207,133.000000,0.036944
within_session,9.027762,616.000000,0.171111
within_session,1.852896,424.000000,0.117778
within_session,5.444957,7805.000000,2.168056
within_session,3.442342,428.000000,0.118889
within_session,2.935619,1142.000000,0.317222
within_session,1.811821,2305.000000,0.640278
within_session,2.608559,89.000000,0.024722
within_session,3.879414,7805.000000,2.168056
within_session,1.987667,283.000000,0.078611
within_session,2.441540,1261.000000,0.350278
within_session,1.789517,140.000000,0.038889
within_session,2.114986,1816.000000,0.504444
within_session,4.085802,14771.000000,4.103056
within_session,3.733423,1946.000000,0.540556
within_session,1.518968,171.000000,0.047500
within_session,1.404729,48.000000,0.013333
within_session,6.768964,6181.000000,1.716944
within_session,1.826970,627.000000,0.174167
within_session,1.528214,124.000000,0.034444
within_session,3.279829,12102.000000,3.361667
within_session,2.184241,5084.000000,1.412222
within_session,3.839823,6324.000000,1.756667
within_session,1.372311,46.000000,0.012778
within_session,2.233569,970.000000,0.269444
within_session,2.661295,3471.000000,0.964167
within_session,1.315828,6.000000,0.001667
within_session,1.792554,1246.000000,0.346111
within_session,1.385559,188.000000,0.052222
within_session,1.540009,440.000000,0.122222
within_session,2.652644,390.000000,0.108333
within_session,5.835697,246.000000,0.068333
within_session,2.968424,32954.000000,9.153889
within_session,1.469748,1565.000000,0.434722
within_session,3.564618,5569.000000,1.546944
within_session,2.470430,261.000000,0.072500
within_session,1.303424,91.000000,0.025278
within_session,4.530210,10363.000000,2.878611
within_session,6.112475,10038.000000,2.788333
within_session,2.161045,1740.000000,0.483333
within_session,1.359914,9.000000,0.002500
within_session,1.843916,1627.000000,0.451944
within_session,3.517295,21973.000000,6.103611
within_session,3.891040,196.000000,0.054444
within_session,4.061031,7196.000000,1.998889
within_session,2.440692,1331.000000,0.369722
within_session,1.568530,303.000000,0.084167
within_session,3.203699,45154.000000,12.542778
within_session,2.494020,1714.000000,0.476111
within_session,2.238020,6601.000000,1.833611
within_session,2.615554,5271.000000,1.464167
within_session,5.162871,1798.000000,0.499444
within_session,2.477188,24343.000000,6.761944
within_session,1.403044,62.000000,0.017222
within_session,2862.155287,3600.000000,1.000000
within_session,2.257301,5184.000000,1.440000
within_session,3.684047,8976.000000,2.493333
within_session,2.416582,3552.000000,0.986667
within_session,1.914411,676.000000,0.187778
within_session,2.542461,6047.000000,1.679722
within_session,2.899065,34062.000000,9.461667
within_session,2.527695,971.000000,0.269722
within_session,5.407953,60165.000000,16.712500
within_session,2.070881,4429.000000,1.230278
within_session,3.203169,168.000000,0.046667
within_session,1.652552,3.000000,0.000833
within_session,5.433189,73498.000000,20.416111
within_session,3.225790,1854.000000,0.515000
within_session,6.434629,3.000000,0.000833
within_session,9.443350,5768.000000,1.602222
within_session,3.228054,5642.000000,1.567222
within_session,6.340930,2261.000000,0.628056
within_session,5.880231,37296.000000,10.360000
within_session,2.558979,5730.000000,1.591667
within_session,5.866995,66451.000000,18.458611
within_session,3.845018,170.000000,0.047222
within_session,1.801078,208.000000,0.057778
within_session,3.186120,77.000000,0.021389
within_session,1.472002,41.000000,0.011389
within_session,9.199539,13951.000000,3.875278
within_session,12.811485,758.000000,0.210556
within_session,1.890927,3160.000000,0.877778
within_session,1.567711,131.000000,0.036389
within_session,2.348500,3739.000000,1.038611
within_session,21178.619358,21599.000000,5.999722
within_session,1.273770,43.000000,0.011944
within_session,3.418575,637.000000,0.176944
within_session,1.309008,79.000000,0.021944
within_session,2.945703,456.000000,0.126667
within_session,2.569857,1379.000000,0.383056
within_session,2.027040,10380.000000,2.883333
within_session,1.713796,63.000000,0.017500
within_session,2.020545,2415.000000,0.670833
within_session,3.061214,8386.000000,2.329444
within_session,1.464558,1085.000000,0.301389
within_session,1.954349,11381.000000,3.161389
within_session,5.508330,58893.000000,16.359167
within_session,2.698372,24953.000000,6.931389
within_session,2.769928,226.000000,0.062778
within_session,5.413889,15.000000,0.004167
within_session,2.399768,206.000000,0.057222
within_session,6.150162,60182.000000,16.717222
within_session,1.461251,119.000000,0.033056
within_session,1.725579,2518.000000,0.699444
within_session,2.815078,732.000000,0.203333
within_session,1.501371,48.000000,0.013333
within_session,2.074723,295.000000,0.081944
within_session,4.265843,9193.000000,2.553611
